date,sku_id,category,demand,price,is_promotion,stock_available,competitor_oos
2023-03-26,SKU_001,Electronics,148,5205.43,0,439,0
2023-03-27,SKU_001,Electronics,149,5111.92,0,90,0
2023-03-28,SKU_001,Electronics,145,5208.02,0,313,0
2023-03-29,SKU_001,Electronics,130,5282.37,0,160,0
2023-03-30,SKU_001,Electronics,134,5313.76,0,56,0
2023-03-31,SKU_001,Electronics,136,5096.46,0,71,0
2023-04-01,SKU_001,Electronics,178,4951.33,0,52,0
2023-04-02,SKU_001,Electronics,174,5092.26,0,61,0
2023-04-03,SKU_001,Electronics,123,4658.61,0,350,0
2023-04-04,SKU_001,Electronics,110,4969.19,0,222,0
2023-04-05,SKU_001,Electronics,141,4681.18,0,168,0
2023-04-06,SKU_001,Electronics,122,4660.74,0,451,0
2023-04-07,SKU_001,Electronics,127,5152.23,0,86,0
2023-04-08,SKU_001,Electronics,140,5179.19,0,142,0
2023-04-09,SKU_001,Electronics,161,4917.42,0,256,0
2023-04-10,SKU_001,Electronics,125,5367.2,0,208,0
2023-04-11,SKU_001,Electronics,108,4914.92,0,73,0
2023-04-12,SKU_001,Electronics,106,4870.06,0,69,0
2023-04-13,SKU_001,Electronics,118,5003.84,0,99,0
2023-04-14,SKU_001,Electronics,26,4937.63,0,166,0
2023-04-15,SKU_001,Electronics,127,4894.54,0,277,0
2023-04-16,SKU_001,Electronics,102,5091.33,0,295,0
2023-04-17,SKU_001,Electronics,92,4858.18,0,180,0
2023-04-18,SKU_001,Electronics,146,5232.07,0,404,0
2023-04-19,SKU_001,Electronics,145,5274.95,0,149,0
2023-04-20,SKU_001,Electronics,132,4991.28,0,367,0
2023-04-21,SKU_001,Electronics,125,4596.47,0,430,0
2023-04-22,SKU_001,Electronics,164,4858.26,0,179,0
2023-04-23,SKU_001,Electronics,120,4594.34,0,194,0
2023-04-24,SKU_001,Electronics,133,4757.18,0,278,0
2023-04-25,SKU_001,Electronics,128,4508.13,0,498,0
2023-04-26,SKU_001,Electronics,123,5468.73,0,352,0
2023-04-27,SKU_001,Electronics,133,4733.73,0,59,0
2023-04-28,SKU_001,Electronics,104,5327.82,0,306,0
2023-04-29,SKU_001,Electronics,157,4948.44,0,313,0
2023-04-30,SKU_001,Electronics,172,4666.11,0,333,0
2023-05-01,SKU_001,Electronics,139,4535.76,0,470,0
2023-05-02,SKU_001,Electronics,135,5280.73,0,169,0
2023-05-03,SKU_001,Electronics,103,5304.61,0,205,0
2023-05-04,SKU_001,Electronics,131,5038.9,0,453,0
2023-05-05,SKU_001,Electronics,142,4768.8,0,179,0
2023-05-06,SKU_001,Electronics,151,4550.79,0,50,0
2023-05-07,SKU_001,Electronics,149,4621.19,0,247,0
2023-05-08,SKU_001,Electronics,131,5187.17,0,325,0
2023-05-09,SKU_001,Electronics,118,5485.53,0,265,0
2023-05-10,SKU_001,Electronics,110,5020.73,0,456,0
2023-05-11,SKU_001,Electronics,135,5165.83,0,389,0
2023-05-12,SKU_001,Electronics,120,4687.41,0,313,0
2023-05-13,SKU_001,Electronics,161,4655.23,0,407,0
2023-05-14,SKU_001,Electronics,152,5191.59,0,360,0
2023-05-15,SKU_001,Electronics,132,5477.54,0,476,0
2023-05-16,SKU_001,Electronics,129,5116.82,0,185,0
2023-05-17,SKU_001,Electronics,153,5363.54,0,418,0
2023-05-18,SKU_001,Electronics,142,4714.73,0,191,0
2023-05-19,SKU_001,Electronics,143,4892.89,0,118,0
2023-05-20,SKU_001,Electronics,133,4658.36,0,241,0
2023-05-21,SKU_001,Electronics,166,4547.3,0,122,0
2023-05-22,SKU_001,Electronics,125,4787.73,0,373,0
2023-05-23,SKU_001,Electronics,132,5149.48,0,151,0
2023-05-24,SKU_001,Electronics,143,5306.78,0,131,0
2023-05-25,SKU_001,Electronics,114,5376.82,0,328,0
2023-05-26,SKU_001,Electronics,145,4619.29,0,359,0
2023-05-27,SKU_001,Electronics,152,5148.04,0,262,0
2023-05-28,SKU_001,Electronics,142,4895.19,0,454,0
2023-05-29,SKU_001,Electronics,112,4879.44,0,142,0
2023-05-30,SKU_001,Electronics,111,4872.28,0,477,0
2023-05-31,SKU_001,Electronics,126,4513.76,0,316,0
2023-06-01,SKU_001,Electronics,149,5118.47,0,479,0
2023-06-02,SKU_001,Electronics,141,4999.45,0,134,0
2023-06-03,SKU_001,Electronics,156,4978.19,0,166,0
2023-06-04,SKU_001,Electronics,169,5312.7,0,202,0
2023-06-05,SKU_001,Electronics,113,5079.16,0,349,0
2023-06-06,SKU_001,Electronics,110,4975.7,0,92,0
2023-06-07,SKU_001,Electronics,138,5217.08,0,428,0
2023-06-08,SKU_001,Electronics,136,5020.23,0,70,0
2023-06-09,SKU_001,Electronics,139,4742.53,0,252,0
2023-06-10,SKU_001,Electronics,159,4879.1,0,373,0
2023-06-11,SKU_001,Electronics,153,4600.5,0,430,0
2023-06-12,SKU_001,Electronics,136,5116.33,0,422,0
2023-06-13,SKU_001,Electronics,118,5301.97,0,340,0
2023-06-14,SKU_001,Electronics,116,5079.92,0,155,0
2023-06-15,SKU_001,Electronics,148,4771.67,0,181,0
2023-06-16,SKU_001,Electronics,139,5322.11,0,399,0
2023-06-17,SKU_001,Electronics,162,4680.5,0,446,0
2023-06-18,SKU_001,Electronics,144,4683.65,0,496,0
2023-06-19,SKU_001,Electronics,132,4755.61,0,85,0
2023-06-20,SKU_001,Electronics,118,4923.54,0,423,0
2023-06-21,SKU_001,Electronics,132,4542.5,0,411,0
2023-06-22,SKU_001,Electronics,146,4611.38,0,190,0
2023-06-23,SKU_001,Electronics,144,5383.13,0,442,0
2023-06-24,SKU_001,Electronics,160,5292.69,0,320,0
2023-06-25,SKU_001,Electronics,139,5338.79,0,121,0
2023-06-26,SKU_001,Electronics,151,5268.89,0,98,0
2023-06-27,SKU_001,Electronics,139,4773.85,0,68,0
2023-06-28,SKU_001,Electronics,121,5350.1,0,216,0
2023-06-29,SKU_001,Electronics,122,5122.83,0,488,0
2023-06-30,SKU_001,Electronics,133,5085.59,0,224,0
2023-07-01,SKU_001,Electronics,162,4971.9,0,198,0
2023-07-02,SKU_001,Electronics,151,4594.8,0,481,0
2023-07-03,SKU_001,Electronics,117,4705.24,0,60,0
2023-07-04,SKU_001,Electronics,121,4731.0,0,127,0
2023-07-05,SKU_001,Electronics,123,4640.85,0,369,0
2023-07-06,SKU_001,Electronics,132,4635.51,0,134,0
2023-07-07,SKU_001,Electronics,123,4944.8,0,474,0
2023-07-08,SKU_001,Electronics,179,5191.4,0,329,0
2023-07-09,SKU_001,Electronics,163,4773.21,0,85,0
2023-07-10,SKU_001,Electronics,150,4584.74,0,402,0
2023-07-11,SKU_001,Electronics,110,4865.98,0,119,0
2023-07-12,SKU_001,Electronics,149,4854.03,0,245,0
2023-07-13,SKU_001,Electronics,145,5168.57,0,477,0
2023-07-14,SKU_001,Electronics,127,4732.77,0,198,0
2023-07-15,SKU_001,Electronics,327,5179.1,0,349,0
2023-07-16,SKU_001,Electronics,179,4823.37,0,308,0
2023-07-17,SKU_001,Electronics,146,5494.38,0,335,0
2023-07-18,SKU_001,Electronics,148,4832.6,0,199,0
2023-07-19,SKU_001,Electronics,137,4674.37,0,336,0
2023-07-20,SKU_001,Electronics,131,5253.79,0,360,0
2023-07-21,SKU_001,Electronics,119,4949.38,0,449,0
2023-07-22,SKU_001,Electronics,157,4500.34,0,449,0
2023-07-23,SKU_001,Electronics,169,5426.09,0,286,0
2023-07-24,SKU_001,Electronics,138,4618.91,0,164,0
2023-07-25,SKU_001,Electronics,131,5340.96,0,198,0
2023-07-26,SKU_001,Electronics,140,4592.01,0,455,0
2023-07-27,SKU_001,Electronics,133,4626.79,0,321,0
2023-07-28,SKU_001,Electronics,127,5005.84,0,275,0
2023-07-29,SKU_001,Electronics,148,4879.93,0,307,0
2023-07-30,SKU_001,Electronics,142,5435.87,0,498,0
2023-07-31,SKU_001,Electronics,120,4946.21,0,245,0
2023-08-01,SKU_001,Electronics,111,5372.26,0,311,0
2023-08-02,SKU_001,Electronics,130,5491.06,0,150,0
2023-08-03,SKU_001,Electronics,140,4890.06,0,61,0
2023-08-04,SKU_001,Electronics,125,5376.9,0,207,0
2023-08-05,SKU_001,Electronics,171,5220.38,0,116,0
2023-08-06,SKU_001,Electronics,149,4580.0,0,454,0
2023-08-07,SKU_001,Electronics,142,4521.99,0,396,0
2023-08-08,SKU_001,Electronics,118,5474.52,0,305,0
2023-08-09,SKU_001,Electronics,146,5431.64,0,499,0
2023-08-10,SKU_001,Electronics,130,5105.23,0,359,0
2023-08-11,SKU_001,Electronics,140,5328.27,0,485,0
2023-08-12,SKU_001,Electronics,126,4645.44,0,166,0
2023-08-13,SKU_001,Electronics,157,4620.84,0,454,0
2023-08-14,SKU_001,Electronics,131,5464.73,0,145,0
2023-08-15,SKU_001,Electronics,137,5093.27,0,80,0
2023-08-16,SKU_001,Electronics,96,4604.74,0,439,0
2023-08-17,SKU_001,Electronics,134,4499.43,0,92,0
2023-08-18,SKU_001,Electronics,149,4651.09,0,54,0
2023-08-19,SKU_001,Electronics,171,5279.71,0,315,0
2023-08-20,SKU_001,Electronics,156,5253.2,0,464,0
2023-08-21,SKU_001,Electronics,113,5194.0,0,132,0
2023-08-22,SKU_001,Electronics,122,4676.83,0,449,0
2023-08-23,SKU_001,Electronics,141,4561.38,0,309,0
2023-08-24,SKU_001,Electronics,116,4731.7,0,429,0
2023-08-25,SKU_001,Electronics,138,4805.29,0,357,0
2023-08-26,SKU_001,Electronics,168,5223.27,0,165,0
2023-08-27,SKU_001,Electronics,162,4903.82,0,305,0
2023-08-28,SKU_001,Electronics,125,4913.15,0,63,0
2023-08-29,SKU_001,Electronics,117,4675.95,0,135,0
2023-08-30,SKU_001,Electronics,128,5289.28,0,198,0
2023-08-31,SKU_001,Electronics,118,5259.24,0,363,0
2023-09-01,SKU_001,Electronics,136,4822.54,0,291,0
2023-09-02,SKU_001,Electronics,143,5128.27,0,230,0
2023-09-03,SKU_001,Electronics,145,5046.95,0,240,0
2023-09-04,SKU_001,Electronics,131,4998.33,0,305,0
2023-09-05,SKU_001,Electronics,131,4649.12,0,101,0
2023-09-06,SKU_001,Electronics,120,4742.53,0,131,0
2023-09-07,SKU_001,Electronics,103,4893.5,0,471,0
2023-09-08,SKU_001,Electronics,126,4891.42,0,91,0
2023-09-09,SKU_001,Electronics,149,5187.1,0,109,0
2023-09-10,SKU_001,Electronics,170,4575.5,0,146,0
2023-09-11,SKU_001,Electronics,130,5136.17,0,339,0
2023-09-12,SKU_001,Electronics,142,4885.37,0,263,0
2023-09-13,SKU_001,Electronics,147,4565.74,0,393,0
2023-09-14,SKU_001,Electronics,150,5381.38,0,118,0
2023-09-15,SKU_001,Electronics,132,5179.19,0,382,0
2023-09-16,SKU_001,Electronics,178,4537.11,0,136,0
2023-09-17,SKU_001,Electronics,153,4570.34,0,201,0
2023-09-18,SKU_001,Electronics,133,4534.66,0,197,0
2023-09-19,SKU_001,Electronics,122,4795.58,0,188,0
2023-09-20,SKU_001,Electronics,147,5469.66,0,260,0
2023-09-21,SKU_001,Electronics,119,4673.17,0,310,0
2023-09-22,SKU_001,Electronics,138,5048.61,0,401,0
2023-09-23,SKU_001,Electronics,156,4581.7,0,417,0
2023-09-24,SKU_001,Electronics,149,5466.77,0,272,0
2023-09-25,SKU_001,Electronics,123,5474.9,0,483,0
2023-09-26,SKU_001,Electronics,140,4509.53,0,341,0
2023-09-27,SKU_001,Electronics,147,5142.88,0,427,0
2023-09-28,SKU_001,Electronics,138,4977.26,0,304,0
2023-09-29,SKU_001,Electronics,149,5247.02,0,337,0
2023-09-30,SKU_001,Electronics,179,5115.48,0,275,0
2023-10-01,SKU_001,Electronics,153,5427.0,0,232,0
2023-10-02,SKU_001,Electronics,121,4594.09,0,364,0
2023-10-03,SKU_001,Electronics,106,4662.75,0,463,0
2023-10-04,SKU_001,Electronics,143,5427.23,0,221,0
2023-10-05,SKU_001,Electronics,134,5144.78,0,171,0
2023-10-06,SKU_001,Electronics,130,5314.88,0,168,0
2023-10-07,SKU_001,Electronics,154,5043.01,0,198,0
2023-10-08,SKU_001,Electronics,165,5253.99,0,198,0
2023-10-09,SKU_001,Electronics,116,4552.95,0,305,0
2023-10-10,SKU_001,Electronics,134,5044.02,0,284,0
2023-10-11,SKU_001,Electronics,135,5226.9,0,307,0
2023-10-12,SKU_001,Electronics,111,4630.8,0,485,0
2023-10-13,SKU_001,Electronics,125,5004.85,0,137,0
2023-10-14,SKU_001,Electronics,462,4841.42,0,327,1
2023-10-15,SKU_001,Electronics,286,5007.36,0,240,0
2023-10-16,SKU_001,Electronics,223,4605.01,0,72,0
2023-10-17,SKU_001,Electronics,217,5135.26,0,177,0
2023-10-18,SKU_001,Electronics,136,4932.81,0,185,0
2023-10-19,SKU_001,Electronics,129,4745.73,0,310,0
2023-10-20,SKU_001,Electronics,132,5380.37,0,437,0
2023-10-21,SKU_001,Electronics,156,5299.01,0,59,0
2023-10-22,SKU_001,Electronics,148,5241.3,0,351,0
2023-10-23,SKU_001,Electronics,118,4854.41,0,62,0
2023-10-24,SKU_001,Electronics,137,5037.69,0,469,0
2023-10-25,SKU_001,Electronics,115,4647.96,0,119,0
2023-10-26,SKU_001,Electronics,119,5375.58,0,150,0
2023-10-27,SKU_001,Electronics,129,5142.34,0,443,0
2023-10-28,SKU_001,Electronics,147,5385.12,0,276,0
2023-10-29,SKU_001,Electronics,163,4500.98,0,408,0
2023-10-30,SKU_001,Electronics,122,4502.32,0,87,0
2023-10-31,SKU_001,Electronics,127,4886.7,0,322,0
2023-11-01,SKU_001,Electronics,127,5087.18,0,53,0
2023-11-02,SKU_001,Electronics,154,4603.22,0,235,0
2023-11-03,SKU_001,Electronics,133,5060.47,0,437,0
2023-11-04,SKU_001,Electronics,158,5098.35,0,452,0
2023-11-05,SKU_001,Electronics,151,4768.87,0,109,0
2023-11-06,SKU_001,Electronics,145,4648.07,0,201,0
2023-11-07,SKU_001,Electronics,115,4833.27,0,79,0
2023-11-08,SKU_001,Electronics,133,4872.49,0,399,0
2023-11-09,SKU_001,Electronics,148,4827.23,0,232,0
2023-11-10,SKU_001,Electronics,125,4561.63,0,300,0
2023-11-11,SKU_001,Electronics,143,5265.54,0,362,0
2023-11-12,SKU_001,Electronics,161,4920.26,0,309,0
2023-11-13,SKU_001,Electronics,139,4995.17,0,96,0
2023-11-14,SKU_001,Electronics,130,5338.73,0,124,0
2023-11-15,SKU_001,Electronics,121,5238.94,0,139,0
2023-11-16,SKU_001,Electronics,117,4861.26,0,99,0
2023-11-17,SKU_001,Electronics,137,4664.36,0,156,0
2023-11-18,SKU_001,Electronics,161,4797.77,0,294,0
2023-11-19,SKU_001,Electronics,138,4555.22,0,84,0
2023-11-20,SKU_001,Electronics,145,5340.87,0,470,0
2023-11-21,SKU_001,Electronics,130,4979.91,0,454,0
2023-11-22,SKU_001,Electronics,118,4632.55,0,309,0
2023-11-23,SKU_001,Electronics,98,4548.93,0,344,0
2023-11-24,SKU_001,Electronics,98,5228.46,0,375,0
2023-11-25,SKU_001,Electronics,157,4556.37,0,223,0
2023-11-26,SKU_001,Electronics,147,5250.32,0,201,0
2023-11-27,SKU_001,Electronics,136,4971.07,0,262,0
2023-11-28,SKU_001,Electronics,121,4746.03,0,269,0
2023-11-29,SKU_001,Electronics,122,5286.07,0,443,0
2023-11-30,SKU_001,Electronics,144,4948.75,0,254,0
2023-12-01,SKU_001,Electronics,123,4767.19,0,378,0
2023-12-02,SKU_001,Electronics,153,4561.74,0,299,0
2023-12-03,SKU_001,Electronics,159,5060.98,0,70,0
2023-12-04,SKU_001,Electronics,104,4846.37,0,176,0
2023-12-05,SKU_001,Electronics,143,4735.84,0,209,0
2023-12-06,SKU_001,Electronics,136,5059.16,0,248,0
2023-12-07,SKU_001,Electronics,134,4892.47,0,203,0
2023-12-08,SKU_001,Electronics,114,5229.77,0,363,0
2023-12-09,SKU_001,Electronics,153,5478.45,0,118,0
2023-12-10,SKU_001,Electronics,146,5064.32,0,452,0
2023-12-11,SKU_001,Electronics,140,4807.74,0,390,0
2023-12-12,SKU_001,Electronics,113,4613.17,0,227,0
2023-12-13,SKU_001,Electronics,147,5218.96,0,432,0
2023-12-14,SKU_001,Electronics,140,5060.21,0,130,0
2023-12-15,SKU_001,Electronics,127,5479.42,0,110,0
2023-12-16,SKU_001,Electronics,165,4566.75,0,135,0
2023-12-17,SKU_001,Electronics,168,5047.83,0,147,0
2023-12-18,SKU_001,Electronics,132,4983.7,0,390,0
2023-12-19,SKU_001,Electronics,123,4640.03,0,71,0
2023-12-20,SKU_001,Electronics,138,4961.3,0,417,0
2023-12-21,SKU_001,Electronics,144,4959.17,0,216,0
2023-12-22,SKU_001,Electronics,124,5011.5,0,493,0
2023-12-23,SKU_001,Electronics,160,4855.0,0,148,0
2023-12-24,SKU_001,Electronics,152,4663.77,0,432,0
2023-12-25,SKU_001,Electronics,259,5257.37,0,421,0
2023-12-26,SKU_001,Electronics,154,5376.75,0,263,0
2023-12-27,SKU_001,Electronics,178,4660.69,0,319,0
2023-12-28,SKU_001,Electronics,172,5483.89,0,75,0
2023-12-29,SKU_001,Electronics,114,5056.97,0,115,0
2023-12-30,SKU_001,Electronics,159,5408.14,0,146,0
2023-12-31,SKU_001,Electronics,151,4889.75,0,276,0
2024-01-01,SKU_001,Electronics,137,5321.04,0,227,0
2024-01-02,SKU_001,Electronics,124,4592.49,0,246,0
2024-01-03,SKU_001,Electronics,111,5291.8,0,213,0
2024-01-04,SKU_001,Electronics,136,4775.49,0,121,0
2024-01-05,SKU_001,Electronics,128,5414.01,0,153,0
2024-01-06,SKU_001,Electronics,175,5019.19,0,365,0
2024-01-07,SKU_001,Electronics,172,4815.8,0,436,0
2024-01-08,SKU_001,Electronics,141,4862.13,0,332,0
2024-01-09,SKU_001,Electronics,129,4683.29,0,150,0
2024-01-10,SKU_001,Electronics,128,5231.59,0,225,0
2024-01-11,SKU_001,Electronics,131,5114.27,0,295,0
2024-01-12,SKU_001,Electronics,119,5355.8,0,186,0
2024-01-13,SKU_001,Electronics,160,5466.03,0,112,0
2024-01-14,SKU_001,Electronics,177,4984.36,0,70,0
2024-01-15,SKU_001,Electronics,122,5495.98,0,272,0
2024-01-16,SKU_001,Electronics,147,5155.1,0,177,0
2024-01-17,SKU_001,Electronics,134,5026.39,0,330,0
2024-01-18,SKU_001,Electronics,130,5321.89,0,203,0
2024-01-19,SKU_001,Electronics,136,4686.47,0,314,0
2024-01-20,SKU_001,Electronics,156,5318.0,0,483,0
2024-01-21,SKU_001,Electronics,164,5486.97,0,499,0
2024-01-22,SKU_001,Electronics,128,5320.57,0,413,0
2024-01-23,SKU_001,Electronics,120,5318.19,0,125,0
2024-01-24,SKU_001,Electronics,123,4834.24,0,326,0
2024-01-25,SKU_001,Electronics,126,5404.28,0,356,0
2024-01-26,SKU_001,Electronics,153,4949.36,0,363,0
2024-01-27,SKU_001,Electronics,147,5076.23,0,322,0
2024-01-28,SKU_001,Electronics,185,5340.38,0,188,0
2024-01-29,SKU_001,Electronics,128,4530.21,0,430,0
2024-01-30,SKU_001,Electronics,142,5175.14,0,115,0
2024-01-31,SKU_001,Electronics,123,5154.25,0,50,0
2024-02-01,SKU_001,Electronics,140,5335.97,0,392,0
2024-02-02,SKU_001,Electronics,131,5365.31,0,352,0
2024-02-03,SKU_001,Electronics,153,4804.35,0,240,0
2024-02-04,SKU_001,Electronics,178,5402.53,0,450,0
2024-02-05,SKU_001,Electronics,128,5265.01,0,404,0
2024-02-06,SKU_001,Electronics,144,4499.29,0,492,0
2024-02-07,SKU_001,Electronics,138,4610.07,0,425,0
2024-02-08,SKU_001,Electronics,118,4880.64,0,239,0
2024-02-09,SKU_001,Electronics,127,4879.42,0,79,0
2024-02-10,SKU_001,Electronics,159,4517.1,0,473,0
2024-02-11,SKU_001,Electronics,178,5238.86,0,203,0
2024-02-12,SKU_001,Electronics,140,5338.39,0,222,0
2024-02-13,SKU_001,Electronics,145,5461.72,0,112,0
2024-02-14,SKU_001,Electronics,158,5031.67,0,324,0
2024-02-15,SKU_001,Electronics,145,5371.68,0,447,0
2024-02-16,SKU_001,Electronics,129,4567.43,0,335,0
2024-02-17,SKU_001,Electronics,157,4545.21,0,210,0
2024-02-18,SKU_001,Electronics,138,5097.34,0,276,0
2024-02-19,SKU_001,Electronics,130,4725.41,0,383,0
2024-02-20,SKU_001,Electronics,145,5391.22,0,176,0
2024-02-21,SKU_001,Electronics,155,5125.15,0,65,0
2024-02-22,SKU_001,Electronics,143,4533.76,0,84,0
2024-02-23,SKU_001,Electronics,126,4766.82,0,99,0
2024-02-24,SKU_001,Electronics,183,4751.36,0,406,0
2024-02-25,SKU_001,Electronics,171,5097.96,0,466,0
2024-02-26,SKU_001,Electronics,136,4531.74,0,84,0
2024-02-27,SKU_001,Electronics,155,5328.22,0,265,0
2024-02-28,SKU_001,Electronics,128,5409.59,0,223,0
2024-02-29,SKU_001,Electronics,137,5272.82,0,410,0
2024-03-01,SKU_001,Electronics,122,4669.65,0,70,0
2024-03-02,SKU_001,Electronics,155,5130.28,0,325,0
2024-03-03,SKU_001,Electronics,168,5175.39,0,397,0
2024-03-04,SKU_001,Electronics,149,4603.3,0,455,0
2024-03-05,SKU_001,Electronics,124,4971.9,0,410,0
2024-03-06,SKU_001,Electronics,123,5005.26,0,136,0
2024-03-07,SKU_001,Electronics,145,4502.02,0,110,0
2024-03-08,SKU_001,Electronics,132,4971.5,0,267,0
2024-03-09,SKU_001,Electronics,159,4968.65,0,490,0
2024-03-10,SKU_001,Electronics,165,4830.38,0,290,0
2024-03-11,SKU_001,Electronics,128,4946.48,0,389,0
2024-03-12,SKU_001,Electronics,162,4706.05,0,190,0
2024-03-13,SKU_001,Electronics,148,4548.59,0,185,0
2024-03-14,SKU_001,Electronics,136,4535.81,0,429,0
2024-03-15,SKU_001,Electronics,131,4937.55,0,241,0
2024-03-16,SKU_001,Electronics,140,5011.67,0,412,0
2024-03-17,SKU_001,Electronics,154,5317.14,0,326,0
2024-03-18,SKU_001,Electronics,145,4844.25,0,472,0
2024-03-19,SKU_001,Electronics,129,5174.39,0,196,0
2024-03-20,SKU_001,Electronics,135,4949.61,0,176,0
2024-03-21,SKU_001,Electronics,126,4920.84,0,381,0
2024-03-22,SKU_001,Electronics,116,5381.18,0,494,0
2024-03-23,SKU_001,Electronics,171,4808.41,0,350,0
2024-03-24,SKU_001,Electronics,180,5217.39,0,299,0
2024-03-25,SKU_001,Electronics,143,4501.2,0,207,0
2024-03-26,SKU_001,Electronics,140,4756.66,0,264,0
2024-03-27,SKU_001,Electronics,145,5299.29,0,469,0
2024-03-28,SKU_001,Electronics,120,4868.08,0,196,0
2024-03-29,SKU_001,Electronics,148,5399.24,0,381,0
2024-03-30,SKU_001,Electronics,188,4579.26,0,192,0
2024-03-31,SKU_001,Electronics,155,5145.07,0,251,0
2022-01-01,SKU_002,Apparel,115,1263.13,0,380,0
2022-01-02,SKU_002,Apparel,102,1205.18,0,250,0
2022-01-03,SKU_002,Apparel,107,1328.25,0,77,0
2022-01-04,SKU_002,Apparel,89,1361.61,0,142,0
2022-01-05,SKU_002,Apparel,76,1186.36,0,449,0
2022-01-06,SKU_002,Apparel,88,1285.71,0,360,0
2022-01-07,SKU_002,Apparel,101,1319.06,0,406,0
2022-01-08,SKU_002,Apparel,103,1258.25,0,328,0
2022-01-09,SKU_002,Apparel,93,1381.28,0,343,0
2022-01-10,SKU_002,Apparel,89,1280.8,0,148,0
2022-01-11,SKU_002,Apparel,92,1189.26,0,122,0
2022-01-12,SKU_002,Apparel,94,1285.08,0,403,0
2022-01-13,SKU_002,Apparel,79,1268.93,0,244,0
2022-01-14,SKU_002,Apparel,70,1320.36,0,362,0
2022-01-15,SKU_002,Apparel,96,1176.22,0,429,0
2022-01-16,SKU_002,Apparel,94,1212.45,0,470,0
2022-01-17,SKU_002,Apparel,98,1336.86,0,470,0
2022-01-18,SKU_002,Apparel,83,1209.23,0,206,0
2022-01-19,SKU_002,Apparel,92,1303.48,0,451,0
2022-01-20,SKU_002,Apparel,73,1187.73,0,175,0
2022-01-21,SKU_002,Apparel,96,1323.94,0,418,0
2022-01-22,SKU_002,Apparel,111,1263.82,0,165,0
2022-01-23,SKU_002,Apparel,116,1319.84,0,370,0
2022-01-24,SKU_002,Apparel,86,1204.38,0,203,0
2022-01-25,SKU_002,Apparel,89,1179.23,0,412,0
2022-01-26,SKU_002,Apparel,76,1175.17,0,364,0
2022-01-27,SKU_002,Apparel,82,1207.31,0,294,0
2022-01-28,SKU_002,Apparel,90,1199.27,0,219,0
2022-01-29,SKU_002,Apparel,100,1266.47,0,84,0
2022-01-30,SKU_002,Apparel,104,1383.88,0,418,0
2022-01-31,SKU_002,Apparel,93,1192.01,0,108,0
2022-02-01,SKU_002,Apparel,84,1269.26,0,327,0
2022-02-02,SKU_002,Apparel,89,1309.76,0,214,0
2022-02-03,SKU_002,Apparel,108,1212.83,0,358,0
2022-02-04,SKU_002,Apparel,70,1385.68,0,484,0
2022-02-05,SKU_002,Apparel,112,1353.3,0,299,0
2022-02-06,SKU_002,Apparel,99,1184.08,0,479,0
2022-02-07,SKU_002,Apparel,76,1384.91,0,373,0
2022-02-08,SKU_002,Apparel,92,1259.32,0,141,0
2022-02-09,SKU_002,Apparel,88,1222.96,0,322,0
2022-02-10,SKU_002,Apparel,82,1359.94,0,387,0
2022-02-11,SKU_002,Apparel,95,1330.35,0,214,0
2022-02-12,SKU_002,Apparel,119,1358.97,0,57,0
2022-02-13,SKU_002,Apparel,102,1310.18,0,196,0
2022-02-14,SKU_002,Apparel,81,1203.49,0,140,0
2022-02-15,SKU_002,Apparel,88,1307.67,0,189,0
2022-02-16,SKU_002,Apparel,90,1178.97,0,295,0
2022-02-17,SKU_002,Apparel,83,1375.44,0,69,0
2022-02-18,SKU_002,Apparel,88,1290.37,0,61,0
2022-02-19,SKU_002,Apparel,95,1365.15,0,119,0
2022-02-20,SKU_002,Apparel,103,1322.05,0,299,0
2022-02-21,SKU_002,Apparel,113,1315.29,0,456,0
2022-02-22,SKU_002,Apparel,75,1269.52,0,252,0
2022-02-23,SKU_002,Apparel,84,1357.64,0,486,0
2022-02-24,SKU_002,Apparel,91,1423.9,0,131,0
2022-02-25,SKU_002,Apparel,104,1322.75,0,440,0
2022-02-26,SKU_002,Apparel,93,1417.48,0,97,0
2022-02-27,SKU_002,Apparel,94,1250.13,0,372,0
2022-02-28,SKU_002,Apparel,79,1285.57,0,62,0
2022-03-01,SKU_002,Apparel,93,1410.52,0,263,0
2022-03-02,SKU_002,Apparel,92,1356.86,0,103,0
2022-03-03,SKU_002,Apparel,105,1336.53,0,253,0
2022-03-04,SKU_002,Apparel,90,1378.09,0,201,0
2022-03-05,SKU_002,Apparel,105,1375.22,0,212,0
2022-03-06,SKU_002,Apparel,118,1428.33,0,313,0
2022-03-07,SKU_002,Apparel,96,1187.03,0,190,0
2022-03-08,SKU_002,Apparel,74,1364.84,0,438,0
2022-03-09,SKU_002,Apparel,90,1398.87,0,84,0
2022-03-10,SKU_002,Apparel,90,1328.51,0,153,0
2022-03-11,SKU_002,Apparel,99,1241.93,0,309,0
2022-03-12,SKU_002,Apparel,97,1274.87,0,407,0
2022-03-13,SKU_002,Apparel,107,1333.32,0,222,0
2022-03-14,SKU_002,Apparel,70,1350.38,0,94,0
2022-03-15,SKU_002,Apparel,86,1246.93,0,473,0
2022-03-16,SKU_002,Apparel,91,1198.44,0,211,0
2022-03-17,SKU_002,Apparel,92,1182.15,0,499,0
2022-03-18,SKU_002,Apparel,94,1353.59,0,233,0
2022-03-19,SKU_002,Apparel,95,1242.1,0,441,0
